Date,Site,Logger,WNStime,Season,WNSWinters,Ct,Pd,Type,slope,intercept,logDNA,x,z,Tmean,Tmedian,Tsd,Tmin,Tmax,Trange
12/11/12,6,313,16,Fall,6,36.63,1,swab,-3.578,38.844,0.62,22,1.91,5.237,5.237,0,5.237,5.237,0
12/11/12,6,314,16,Fall,6,0,0,swab,-3.578,38.844,0,17,3.87,5.2895,5.2895,0.03637307,5.258,5.321,0.063
12/11/12,6,315,16,Fall,6,0,0,swab,-3.578,38.844,0,22,1.85,5.226,5.226,0,5.226,5.226,0
12/11/12,6,316,16,Fall,6,34.53,1,swab,-3.578,38.844,1.2,17,3.28,5.3945,5.3945,0.03637307,5.363,5.426,0.063
12/11/12,6,317,16,Fall,6,37.36,1,swab,-3.578,38.844,0.41,22,1.32,5.3225,5.3225,0.03637307,5.291,5.354,0.063
12/11/12,6,318,16,Fall,6,35.31,1,swab,-3.578,38.844,0.99,17,3.14,5.3075,5.323,0.0788099,5.198,5.386,0.188
12/11/12,6,319,16,Fall,6,0,0,swab,-3.578,38.844,0,358,1.2,5.426,5.426,0,5.426,5.426,0
12/11/12,6,320,16,Fall,6,0,0,swab,-3.578,38.844,0,363.2,3.45,NA,NA,NA,NA,NA,NA
12/11/12,6,321,16,Fall,6,0,0,sediment,-3.586,38.491,0,22,0,5.049,5.049,0,5.049,5.049,0
12/11/12,6,322,16,Fall,6,37.68,1,sediment,-3.586,38.491,0.23,22,0,5.157,5.157,0,5.157,5.157,0
12/11/12,6,323,16,Fall,6,35.12,1,sediment,-3.586,38.491,0.94,22,0,5.229,5.229,0,5.229,5.229,0
12/11/12,6,324,16,Fall,6,33.21,1,sediment,-3.586,38.491,1.47,22,0,5.302,5.302,0,5.302,5.302,0
12/11/12,6,325,16,Fall,6,32.87,1,sediment,-3.586,38.491,1.57,22,0,5.45675,5.488,0.0625,5.363,5.488,0.125
1/15/13,2,101,1,Fall,1,0,0,swab,-3.481,37.906,0,61,0.7,NA,NA,NA,NA,NA,NA
1/15/13,2,102,1,Fall,1,0,0,swab,-3.481,37.906,0,63.12,1.7,5.13625,5.152,0.12931196,4.995,5.246,0.251
1/15/13,2,103,1,Fall,1,0,0,swab,-3.481,37.906,0,65.24,0,5.31375,5.3605,0.16473691,5.079,5.455,0.376
1/15/13,2,104,1,Fall,1,0,0,swab,-3.481,37.906,0,67.36,1,5.1215,5.2,0.20047527,4.824,5.262,0.438
1/15/13,2,105,1,Fall,1,0,0,swab,-3.481,37.906,0,69.48,0.02,5.87425,5.89,0.07927326,5.764,5.953,0.189
1/15/13,2,106,1,Fall,1,0,0,swab,-3.481,37.906,0,71.6,1.1,NA,NA,NA,NA,NA,NA
1/15/13,2,107,1,Fall,1,0,0,swab,-3.481,37.906,0,73.72,0.9,5.7625,5.7625,0.11447416,5.637,5.888,0.251
1/15/13,2,108,1,Fall,1,0,0,swab,-3.481,37.906,0,75.84,1.02,NA,NA,NA,NA,NA,NA
1/15/13,2,109,1,Fall,1,0,0,swab,-3.481,37.906,0,77.96,0.64,NA,NA,NA,NA,NA,NA
1/15/13,2,110,1,Fall,1,0,0,swab,-3.481,37.906,0,61,0.95,NA,NA,NA,NA,NA,NA
1/15/13,2,111,1,Fall,1,0,0,swab,-3.481,37.906,0,61.83,-1.06,4.3895,4.4365,0.21316738,4.092,4.593,0.501
1/15/13,2,112,1,Fall,1,0,0,swab,-3.481,37.906,0,62.66,1.6,NA,NA,NA,NA,NA,NA
1/15/13,2,113,1,Fall,1,0,0,swab,-3.481,37.906,0,63.49,1.7,4.8375,4.8375,0.11447416,4.712,4.963,0.251
1/15/13,2,114,1,Fall,1,0,0,swab,-3.481,37.906,0,64.32,2.3,6.6375,6.653,0.17255048,6.434,6.81,0.376
1/15/13,2,115,1,Fall,1,0,0,swab,-3.481,37.906,0,65.15,1.8,7.34575,7.33,0.05979618,7.299,7.424,0.125
1/15/13,2,116,1,Fall,1,0,0,swab,-3.481,37.906,0,65.98,2.9,NA,NA,NA,NA,NA,NA
1/15/13,2,117,1,Fall,1,0,0,swab,-3.481,37.906,0,66.81,1.7,NA,NA,NA,NA,NA,NA
1/15/13,2,118,1,Fall,1,0,0,swab,-3.481,37.906,0,67.64,1.72,NA,NA,NA,NA,NA,NA
1/15/13,2,119,1,Fall,1,0,0,swab,-3.481,37.906,0,61.83,2,NA,NA,NA,NA,NA,NA
1/15/13,2,119,1,Fall,1,0,0,sediment,-3.401,37.59,0,61.83,0,NA,NA,NA,NA,NA,NA
1/15/13,2,120,1,Fall,1,0,0,swab,-3.481,37.906,0,63.49,-0.84,NA,NA,NA,NA,NA,NA
1/15/13,2,121,1,Fall,1,0,0,sediment,-3.401,37.59,0,65.24,0,4.9885,5.004,0.1805187,4.753,5.193,0.44
1/15/13,2,121,1,Fall,1,0,0,swab,-3.481,37.906,0,65.24,2.33,4.9885,5.004,0.1805187,4.753,5.193,0.44
1/15/13,2,122,1,Fall,1,0,0,swab,-3.481,37.906,0,69.48,1.3,NA,NA,NA,NA,NA,NA
1/15/13,2,123,1,Fall,1,0,0,sediment,-3.401,37.59,0,73.72,0,4.94775,4.932,0.0945,4.869,5.058,0.189
1/15/13,2,123,1,Fall,1,0,0,swab,-3.481,37.906,0,73.72,1.26,4.94775,4.932,0.0945,4.869,5.058,0.189
1/15/13,2,124,1,Fall,1,0,0,sediment,-3.401,37.59,0,61.5,0,5.33425,5.287,0.11881744,5.256,5.507,0.251
1/15/13,2,125,1,Fall,1,0,0,sediment,-3.401,37.59,0,69.48,0,NA,NA,NA,NA,NA,NA
1/15/13,2,201,1,Fall,1,0,0,swab,-3.481,37.906,0,110,0.7,6.876,6.829,0.13920488,6.766,7.08,0.314
1/15/13,2,202,1,Fall,1,0,0,swab,-3.481,37.906,0,112.25,1.74,7.156,7.156,0.04384062,7.125,7.187,0.062
1/15/13,2,203,1,Fall,1,0,0,swab,-3.481,37.906,0,114.5,3.08,NA,NA,NA,NA,NA,NA
1/15/13,2,204,1,Fall,1,0,0,swab,-3.481,37.906,0,116.75,3.5,NA,NA,NA,NA,NA,NA
1/15/13,2,205,1,Fall,1,0,0,swab,-3.481,37.906,0,119,1.54,6.2355,6.251,0.10666615,6.095,6.345,0.25
1/15/13,2,206,1,Fall,1,0,0,swab,-3.477,37.651,0,121.25,2.02,NA,NA,NA,NA,NA,NA
1/15/13,2,207,1,Fall,1,0,0,swab,-3.477,37.651,0,123.5,0.9,NA,NA,NA,NA,NA,NA
1/15/13,2,208,1,Fall,1,0,0,swab,-3.477,37.651,0,125.75,1.8,NA,NA,NA,NA,NA,NA
1/15/13,2,209,1,Fall,1,0,0,swab,-3.477,37.651,0,128,-0.87,NA,NA,NA,NA,NA,NA
1/15/13,2,210,1,Fall,1,NA,0,swab,-3.477,37.651,0,110,1.2,NA,NA,NA,NA,NA,NA
1/15/13,2,211,1,Fall,1,NA,0,swab,-3.477,37.651,0,112.25,-2.98,6.366,6.366,0.05143928,6.303,6.429,0.126
1/15/13,2,212,1,Fall,1,NA,0,swab,-3.477,37.651,0,114.5,0.8,NA,NA,NA,NA,NA,NA
1/15/13,2,213,1,Fall,1,0,0,swab,-3.477,37.651,0,116.75,-3.85,6.2355,6.2825,0.11877289,6.063,6.314,0.251
1/15/13,2,214,1,Fall,1,0,0,swab,-3.477,37.651,0,119,0.2,NA,NA,NA,NA,NA,NA
1/15/13,2,215,1,Fall,1,0,0,swab,-3.477,37.651,0,121.25,1.5,NA,NA,NA,NA,NA,NA
1/15/13,2,216,1,Fall,1,0,0,swab,-3.477,37.651,0,123.5,0.4,6.57525,6.591,0.10710548,6.434,6.685,0.251
1/15/13,2,217,1,Fall,1,0,0,swab,-3.477,37.651,0,125.75,1,6.04125,6.057,0.07927326,5.931,6.12,0.189
1/15/13,2,218,1,Fall,1,0,0,swab,-3.477,37.651,0,128,0.4,7.38175,7.366,0.05979618,7.335,7.46,0.125
1/15/13,2,219,1,Fall,1,0,0,sediment,-3.401,37.59,0,123.5,0,6.215,6.168,0.33708851,5.886,6.638,0.752
1/15/13,2,219,1,Fall,1,NA,0,swab,-3.477,37.651,0,123.5,1.8,6.215,6.168,0.33708851,5.886,6.638,0.752
1/15/13,2,220,1,Fall,1,0,0,sediment,-3.401,37.59,0,121.25,0,5.94575,5.946,0.1146571,5.82,6.071,0.251
1/15/13,2,220,1,Fall,1,0,0,swab,-3.477,37.651,0,121.25,7.1,5.94575,5.946,0.1146571,5.82,6.071,0.251
1/15/13,2,221,1,Fall,1,0,0,swab,-3.477,37.651,0,116.75,7.1,NA,NA,NA,NA,NA,NA
1/15/13,2,222,1,Fall,1,0,0,swab,-3.477,37.651,0,121.25,7.1,6.6535,6.716,0.125,6.466,6.716,0.25
1/15/13,2,223,1,Fall,1,0,0,swab,-3.477,37.651,0,125.75,7.1,NA,NA,NA,NA,NA,NA
1/15/13,2,223,1,Fall,1,0,0,sediment,-3.401,37.59,0,125.75,0,NA,NA,NA,NA,NA,NA
1/15/13,2,224,1,Fall,1,0,0,sediment,-3.401,37.59,0,121.25,0,NA,NA,NA,NA,NA,NA
1/15/13,2,225,1,Fall,1,0,0,sediment,-3.401,37.59,0,123.5,0,NA,NA,NA,NA,NA,NA
1/15/13,2,301,1,Fall,1,0,0,swab,-3.477,37.651,0,183,0.59,NA,NA,NA,NA,NA,NA
1/15/13,2,302,1,Fall,1,0,0,swab,-3.477,37.651,0,184.59,2.6,NA,NA,NA,NA,NA,NA
1/15/13,2,303,1,Fall,1,0,0,swab,-3.477,37.651,0,186.18,0.59,7.969,7.922,0.11833286,7.891,8.141,0.25
1/15/13,2,304,1,Fall,1,0,0,swab,-3.477,37.651,0,187.77,2.5,NA,NA,NA,NA,NA,NA
1/15/13,2,305,1,Fall,1,0,0,swab,-3.477,37.651,0,189.36,1.5,NA,NA,NA,NA,NA,NA
1/15/13,2,306,1,Fall,1,0,0,swab,-3.477,37.651,0,190.95,2,8.03,7.983,0.094,7.983,8.171,0.188
1/15/13,2,307,1,Fall,1,0,0,swab,-3.477,37.651,0,192.54,0.9,8.06475,8.0335,0.08862421,8.002,8.19,0.188
1/15/13,2,308,1,Fall,1,0,0,swab,-3.477,37.651,0,194.13,1.6,NA,NA,NA,NA,NA,NA
1/15/13,2,309,1,Fall,1,0,0,swab,-3.477,37.651,0,195.72,1,NA,NA,NA,NA,NA,NA
1/15/13,2,310,1,Fall,1,0,0,swab,-3.477,37.651,0,183,0.4,NA,NA,NA,NA,NA,NA
1/15/13,2,311,1,Fall,1,0,0,swab,-3.477,37.651,0,184.59,1.99,NA,NA,NA,NA,NA,NA
1/15/13,2,312,1,Fall,1,0,0,swab,-3.477,37.651,0,186.18,0.4,NA,NA,NA,NA,NA,NA
1/15/13,2,313,1,Fall,1,0,0,swab,-3.477,37.651,0,187.77,1.99,NA,NA,NA,NA,NA,NA
1/15/13,2,314,1,Fall,1,0,0,swab,-3.477,37.651,0,189.36,0.4,8.2725,8.2255,0.11877289,8.194,8.445,0.251
1/15/13,2,315,1,Fall,1,0,0,swab,-3.477,37.651,0,190.95,1.99,NA,NA,NA,NA,NA,NA
1/15/13,2,316,1,Fall,1,0,0,swab,-3.477,37.651,0,192.54,0.41,NA,NA,NA,NA,NA,NA
1/15/13,2,317,1,Fall,1,0,0,swab,-3.477,37.651,0,194.13,2.5,NA,NA,NA,NA,NA,NA
1/15/13,2,318,1,Fall,1,0,0,swab,-3.477,37.651,0,195.72,0.8,8.0195,8.004,0.0788099,7.941,8.129,0.188
1/15/13,2,319,1,Fall,1,0,0,sediment,-3.401,37.59,0,194.13,0,NA,NA,NA,NA,NA,NA
1/15/13,2,319,1,Fall,1,0,0,swab,-3.477,37.651,0,194.13,1.37,NA,NA,NA,NA,NA,NA
1/15/13,2,320,1,Fall,1,0,0,swab,-3.477,37.651,0,190.95,1.37,NA,NA,NA,NA,NA,NA
1/15/13,2,321,1,Fall,1,0,0,swab,-3.477,37.651,0,187.77,1.5,7.97525,7.944,0.30064306,7.693,8.32,0.627
1/15/13,2,321,1,Fall,1,0,0,sediment,-3.401,37.59,0,187.77,0,7.97525,7.944,0.30064306,7.693,8.32,0.627
1/15/13,2,322,1,Fall,1,0,0,swab,-3.477,37.651,0,186.18,2.6,7.8,7.753,0.094,7.753,7.941,0.188
1/15/13,2,323,1,Fall,1,0,0,sediment,-3.401,37.59,0,183,0,7.828,7.828,0.05143928,7.765,7.891,0.126
1/15/13,2,323,1,Fall,1,0,0,swab,-3.477,37.651,0,183,1.5,7.828,7.828,0.05143928,7.765,7.891,0.126
1/15/13,2,324,1,Fall,1,0,0,sediment,-3.401,37.59,0,190.95,0,7.7965,7.765,0.063,7.765,7.891,0.126
1/15/13,2,325,1,Fall,1,0,0,sediment,-3.401,37.59,0,184.59,0,NA,NA,NA,NA,NA,NA
3/4/13,3,101,7,Spring,3,0,0,swab,-3.378,36.924,0,14.2,1.88,NA,NA,NA,NA,NA,NA
3/4/13,3,102,7,Spring,3,38.53,1,swab,-3.378,36.924,-0.48,16.8,1.45,4.50225,4.361,2.5484949,2.163,7.124,4.961
3/4/13,3,103,7,Spring,3,0,0,swab,-3.378,36.924,0,19.4,1.54,NA,NA,NA,NA,NA,NA
3/4/13,3,104,7,Spring,3,39.31,1,swab,-3.378,36.924,-0.71,22,1.75,NA,NA,NA,NA,NA,NA
3/4/13,3,105,7,Spring,3,0,0,swab,-3.378,36.924,0,16.8,1.9,NA,NA,NA,NA,NA,NA
3/4/13,3,106,7,Spring,3,0,0,swab,-3.378,36.924,0,14.2,1.74,5.27575,4.274,3.4347073,2.52,10.035,7.515
3/4/13,3,107,7,Spring,3,0,0,swab,-3.378,36.924,0,19.4,1.51,NA,NA,NA,NA,NA,NA
3/4/13,3,108,7,Spring,3,0,0,swab,-3.378,36.924,0,22,1.64,NA,NA,NA,NA,NA,NA
3/4/13,3,109,7,Spring,3,0,0,sediment,-3.489,37.676,0,15.5,0,6.9945,6.493,2.73412686,4.233,10.759,6.526
3/4/13,3,109,7,Spring,3,0,0,swab,-3.378,36.924,0,15.5,2.42,6.9945,6.493,2.73412686,4.233,10.759,6.526
3/4/13,3,110,7,Spring,3,0,0,swab,-3.378,36.924,0,18.1,2.43,NA,NA,NA,NA,NA,NA
3/4/13,3,111,7,Spring,3,0,0,swab,-3.378,36.924,0,20.7,2,NA,NA,NA,NA,NA,NA
3/4/13,3,111,7,Spring,3,33.7,1,sediment,-3.489,37.676,1.14,20.7,0,NA,NA,NA,NA,NA,NA
3/4/13,3,112,7,Spring,3,33.99,1,swab,-3.378,36.924,0.87,23.3,2.35,NA,NA,NA,NA,NA,NA
3/4/13,3,112,7,Spring,3,33.1,1,sediment,-3.489,37.676,1.31,23.3,0,NA,NA,NA,NA,NA,NA
3/4/13,3,113,7,Spring,3,NA,0,swab,-3.378,36.924,0,24.3,2.17,NA,NA,NA,NA,NA,NA
3/4/13,3,114,7,Spring,3,38.2,1,swab,-3.378,36.924,-0.38,36.3,1.5,NA,NA,NA,NA,NA,NA
3/4/13,3,115,7,Spring,3,34.99,1,swab,-3.378,36.924,0.57,36.3,1.25,NA,NA,NA,NA,NA,NA
3/4/13,3,116,7,Spring,3,32.77,1,swab,-3.378,36.924,1.23,36.3,1.56,7.20775,7.239,0.90975945,6.329,8.024,1.695
3/4/13,3,117,7,Spring,3,35.18,1,swab,-3.378,36.924,0.52,36.3,1.37,NA,NA,NA,NA,NA,NA
3/4/13,3,117,7,Spring,3,21.41,1,sediment,-3.489,37.676,4.66,36.3,0,NA,NA,NA,NA,NA,NA
3/4/13,3,118,7,Spring,3,31.63,1,swab,-3.378,36.924,1.57,36.3,1.7,NA,NA,NA,NA,NA,NA
3/4/13,3,119,7,Spring,3,0,0,swab,-3.378,36.924,0,36.69,1.53,NA,NA,NA,NA,NA,NA
3/4/13,3,120,7,Spring,3,37.6,1,swab,-3.378,36.924,-0.2,36.69,1.45,7.5335,7.361,0.94854643,6.703,8.709,2.006
3/4/13,3,121,7,Spring,3,34.19,1,swab,-3.378,36.924,0.81,37.08,2.31,NA,NA,NA,NA,NA,NA
3/4/13,3,122,7,Spring,3,31.69,1,swab,-3.378,36.924,1.55,36.69,1.56,NA,NA,NA,NA,NA,NA
3/4/13,3,122,7,Spring,3,31.28,1,sediment,-3.489,37.676,1.83,36.69,0,NA,NA,NA,NA,NA,NA
3/4/13,3,123,7,Spring,3,37.51,1,swab,-3.378,36.924,-0.17,37.08,1.59,7.68525,7.3715,1.4218946,6.493,9.505,3.012
3/4/13,3,124,7,Spring,3,34.59,1,swab,-3.378,36.924,0.69,37.08,1.4,NA,NA,NA,NA,NA,NA
3/4/13,3,125,7,Spring,3,36.54,1,sediment,-3.489,37.676,0.33,37.08,0,7.87675,7.814,0.66011887,7.312,8.567,1.255
3/4/13,3,125,7,Spring,3,32.64,1,swab,-3.378,36.924,1.27,37.08,1.45,7.87675,7.814,0.66011887,7.312,8.567,1.255
3/4/13,3,201,7,Spring,3,36.2,1,swab,-3.378,36.924,0.21,157.9,2.09,10.56525,10.5025,0.2847155,10.315,10.941,0.626
3/4/13,3,202,7,Spring,3,38.14,1,swab,-3.378,36.924,-0.36,157.9,2.02,NA,NA,NA,NA,NA,NA
3/4/13,3,203,7,Spring,3,32.58,1,swab,-3.378,36.924,1.29,157.9,2.25,NA,NA,NA,NA,NA,NA
3/4/13,3,204,7,Spring,3,0,0,swab,-3.378,36.924,0,157.9,1.96,NA,NA,NA,NA,NA,NA
3/4/13,3,205,7,Spring,3,34.39,1,swab,-3.378,36.924,0.75,157.9,1.24,NA,NA,NA,NA,NA,NA
3/4/13,3,206,7,Spring,3,35.86,1,swab,-3.378,36.924,0.31,157.9,1.23,10.56525,10.534,0.13516995,10.44,10.753,0.313
3/4/13,3,207,7,Spring,3,0,0,swab,-3.378,36.924,0,157.9,1.29,NA,NA,NA,NA,NA,NA
3/4/13,3,208,7,Spring,3,38.28,1,swab,-3.378,36.924,-0.4,157.9,1.93,10.98075,10.965,0.13894213,10.84,11.153,0.313
3/4/13,3,209,7,Spring,3,0,0,swab,-3.378,36.924,0,157.9,1.39,NA,NA,NA,NA,NA,NA
3/4/13,3,210,7,Spring,3,37.59,1,swab,-3.378,36.924,-0.2,160.8,1.03,NA,NA,NA,NA,NA,NA
3/4/13,3,211,7,Spring,3,0,0,swab,-3.378,36.924,0,160.8,1.13,NA,NA,NA,NA,NA,NA
3/4/13,3,212,7,Spring,3,35.69,1,swab,-3.378,36.924,0.37,160.8,1.94,NA,NA,NA,NA,NA,NA
3/4/13,3,213,7,Spring,3,0,0,swab,-3.378,36.924,0,160.8,1.32,NA,NA,NA,NA,NA,NA
3/4/13,3,214,7,Spring,3,0,0,swab,-3.378,36.924,0,160.8,1.77,10.38875,10.3575,0.26579362,10.138,10.702,0.564
3/4/13,3,215,7,Spring,3,0,0,swab,-3.378,36.924,0,160.8,1.71,NA,NA,NA,NA,NA,NA
3/4/13,3,216,7,Spring,3,0,0,swab,-3.378,36.924,0,160.8,1.46,NA,NA,NA,NA,NA,NA
3/4/13,3,217,7,Spring,3,0,0,swab,-3.378,36.924,0,160.8,1.16,10.2855,10.317,0.44171975,9.815,10.693,0.878
3/4/13,3,218,7,Spring,3,0,0,swab,-3.378,36.924,0,160.8,0.99,10.17275,10.1415,0.44079729,9.766,10.642,0.876
3/4/13,3,219,7,Spring,3,0,0,swab,-3.378,36.924,0,159.7,1.93,NA,NA,NA,NA,NA,NA
3/4/13,3,219,7,Spring,3,33.17,1,sediment,-3.489,37.676,1.29,159.7,0,NA,NA,NA,NA,NA,NA
3/4/13,3,220,7,Spring,3,33.91,1,sediment,-3.489,37.676,1.08,159.7,0,NA,NA,NA,NA,NA,NA
3/4/13,3,220,7,Spring,3,33.98,1,swab,-3.378,36.924,0.87,159.7,1.52,NA,NA,NA,NA,NA,NA
3/4/13,3,221,7,Spring,3,0,0,swab,-3.378,36.924,0,159.7,2.68,NA,NA,NA,NA,NA,NA
3/4/13,3,222,7,Spring,3,33.84,1,sediment,-3.489,37.676,1.1,159.7,0,10.59675,10.597,0.22034726,10.377,10.816,0.439
3/4/13,3,222,7,Spring,3,36.06,1,swab,-3.378,36.924,0.26,159.7,2.07,10.59675,10.597,0.22034726,10.377,10.816,0.439
3/4/13,3,223,7,Spring,3,0,0,sediment,-3.489,37.676,0,159.7,0,11.00175,10.939,0.27095679,10.751,11.378,0.627
3/4/13,3,223,7,Spring,3,34.84,1,swab,-3.378,36.924,0.62,159.7,1.88,11.00175,10.939,0.27095679,10.751,11.378,0.627
3/4/13,3,224,7,Spring,3,31.75,1,sediment,-3.489,37.676,1.7,159.7,0,NA,NA,NA,NA,NA,NA
3/4/13,3,301,7,Spring,3,0,0,swab,-3.378,36.924,0,207.3,0.601,NA,NA,NA,NA,NA,NA
3/4/13,3,302,7,Spring,3,0,0,swab,-3.378,36.924,0,207.3,0.793,11.19475,11.1635,0.08862421,11.132,11.32,0.188
3/4/13,3,303,7,Spring,3,0,0,swab,-3.378,36.924,0,207.3,1.04,11.16675,11.1665,0.08094597,11.073,11.261,0.188
3/4/13,3,304,7,Spring,3,0,0,swab,-3.378,36.924,0,207.3,1.154,11.0415,11.01,0.16592669,10.885,11.261,0.376
3/4/13,3,305,7,Spring,3,37.88,1,swab,-3.378,36.924,-0.28,207.3,0.962,NA,NA,NA,NA,NA,NA
3/4/13,3,306,7,Spring,3,35.39,1,swab,-3.378,36.924,0.45,207.3,1.138,10.963,10.963,0.18433484,10.775,11.151,0.376
3/4/13,3,307,7,Spring,3,0,0,swab,-3.378,36.924,0,207.3,1.412,NA,NA,NA,NA,NA,NA
3/4/13,3,308,7,Spring,3,0,0,swab,-3.378,36.924,0,207.3,1.549,NA,NA,NA,NA,NA,NA
3/4/13,3,309,7,Spring,3,0,0,swab,-3.378,36.924,0,207.3,1.109,10.87275,10.8415,0.13563278,10.747,11.061,0.314
3/4/13,3,310,7,Spring,3,0,0,swab,-3.378,36.924,0,210.72,0.1,11.90475,11.889,0.0315,11.889,11.952,0.063
3/4/13,3,311,7,Spring,3,0,0,swab,-3.378,36.924,0,210.72,0.25,11.76575,11.75,0.05979618,11.719,11.844,0.125
3/4/13,3,312,7,Spring,3,0,0,swab,-3.378,36.924,0,210.72,1.372,NA,NA,NA,NA,NA,NA
3/4/13,3,313,7,Spring,3,0,0,swab,-3.378,36.924,0,210.72,1.32,11.59375,11.578,0.0315,11.578,11.641,0.063
3/4/13,3,314,7,Spring,3,37.73,1,swab,-3.378,36.924,-0.24,210.72,1.699,NA,NA,NA,NA,NA,NA
3/4/13,3,315,7,Spring,3,0,0,swab,-3.378,36.924,0,210.72,1.38,NA,NA,NA,NA,NA,NA
3/4/13,3,316,7,Spring,3,0,0,swab,-3.378,36.924,0,210.72,1.477,11.61525,11.6155,0.08094597,11.521,11.709,0.188
3/4/13,3,317,7,Spring,3,0,0,swab,-3.378,36.924,0,210.72,0.69,NA,NA,NA,NA,NA,NA
3/4/13,3,318,7,Spring,3,36.89,1,swab,-3.378,36.924,0.01,210.72,1.514,NA,NA,NA,NA,NA,NA
3/4/13,3,319,7,Spring,3,35.13,1,sediment,-3.489,37.676,0.73,214.13,0,11.42025,11.4515,0.11967839,11.264,11.514,0.25
3/4/13,3,319,7,Spring,3,35.77,1,swab,-3.378,36.924,0.34,214.13,0.999,11.42025,11.4515,0.11967839,11.264,11.514,0.25
3/4/13,3,320,7,Spring,3,37.63,1,swab,-3.378,36.924,-0.21,214.13,0.845,NA,NA,NA,NA,NA,NA
3/4/13,3,321,7,Spring,3,34.68,1,sediment,-3.489,37.676,0.86,214.13,0,NA,NA,NA,NA,NA,NA
3/4/13,3,321,7,Spring,3,0,0,swab,-3.378,36.924,0,214.13,1.466,NA,NA,NA,NA,NA,NA
3/4/13,3,322,7,Spring,3,0,0,swab,-3.378,36.924,0,214.13,1.64,NA,NA,NA,NA,NA,NA
3/4/13,3,323,7,Spring,3,32.69,1,sediment,-3.489,37.676,1.43,214.13,0,NA,NA,NA,NA,NA,NA
3/4/13,3,323,7,Spring,3,0,0,swab,-3.378,36.924,0,214.13,1.617,NA,NA,NA,NA,NA,NA
3/4/13,3,324,7,Spring,3,33.67,1,sediment,-3.489,37.676,1.15,214.13,0,11.12825,11.1285,0.08094597,11.034,11.222,0.188
3/4/13,3,325,7,Spring,3,35.94,1,sediment,-3.489,37.676,0.5,214.13,0,10.9475,10.932,0.35573164,10.587,11.339,0.752
3/7/13,6,101,17,Spring,6,0,0,swab,-3.446,37.358,0,0,1.09,4.24975,4.234,0.0315,4.234,4.297,0.063
3/7/13,6,102,17,Spring,6,39.35,1,swab,-3.446,37.358,-0.58,0,2.2,4.42925,4.445,0.0315,4.382,4.445,0.063
3/7/13,6,103,17,Spring,6,0,0,swab,-3.446,37.358,0,0,1.07,4.40075,4.385,0.0315,4.385,4.448,0.063
3/7/13,6,104,17,Spring,6,32.14,1,swab,-3.446,37.358,1.51,0,1.96,NA,NA,NA,NA,NA,NA
3/7/13,6,105,17,Spring,6,37.62,1,swab,-3.446,37.358,-0.07,0,1,4.4645,4.48,0.031,4.418,4.48,0.062
3/7/13,6,106,17,Spring,6,36.34,1,swab,-3.446,37.358,0.29,0,1.98,NA,NA,NA,NA,NA,NA
3/7/13,6,107,17,Spring,6,34.51,1,swab,-3.446,37.358,0.83,0,1.07,4.40475,4.389,0.0315,4.389,4.452,0.063
3/7/13,6,108,17,Spring,6,0,0,swab,-3.446,37.358,0,0,2.06,4.25475,4.1765,0.20674199,4.114,4.552,0.438
3/7/13,6,109,17,Spring,6,36.87,1,swab,-3.446,37.358,0.14,0,1.03,4.58575,4.57,0.0315,4.57,4.633,0.063
3/7/13,6,110,17,Spring,6,34.96,1,swab,-3.446,37.358,0.7,0,2.1,4.6715,4.6715,0.03637307,4.64,4.703,0.063
3/7/13,6,111,17,Spring,6,39.26,1,swab,-3.446,37.358,-0.55,0,0.95,NA,NA,NA,NA,NA,NA
3/7/13,6,112,17,Spring,6,35.06,1,swab,-3.446,37.358,0.67,0,2.03,4.77675,4.761,0.0315,4.761,4.824,0.063
3/7/13,6,113,17,Spring,6,0,0,swab,-3.446,37.358,0,0,1.12,4.6245,4.6245,0.03637307,4.593,4.656,0.063
3/7/13,6,114,17,Spring,6,37.12,1,swab,-3.446,37.358,0.07,0,2.13,4.52175,4.506,0.0315,4.506,4.569,0.063
3/7/13,6,115,17,Spring,6,0,0,swab,-3.446,37.358,0,0,0.97,4.613,4.613,0,4.613,4.613,0
3/7/13,6,116,17,Spring,6,0,0,swab,-3.446,37.358,0,0,1.89,4.6165,4.632,0.031,4.57,4.632,0.062
3/7/13,6,117,17,Spring,6,0,0,swab,-3.446,37.358,0,0,1.29,4.71075,4.695,0.0315,4.695,4.758,0.063
3/7/13,6,118,17,Spring,6,37.53,1,swab,-3.446,37.358,-0.05,0,2.21,NA,NA,NA,NA,NA,NA
3/7/13,6,119,17,Spring,6,39.78,1,swab,-3.446,37.358,-0.7,0,1.13,4.6165,4.632,0.031,4.57,4.632,0.062
3/7/13,6,120,17,Spring,6,35.92,1,swab,-3.446,37.358,0.42,0,2.01,4.90675,4.891,0.0315,4.891,4.954,0.063
3/7/13,6,121,17,Spring,6,35.46,1,sediment,-3.34,37.425,0.59,0,0,4.28725,4.256,0.0625,4.256,4.381,0.125
3/7/13,6,122,17,Spring,6,32.95,1,sediment,-3.34,37.425,1.34,0,0,4.35825,4.358,0.05103185,4.296,4.421,0.125
3/7/13,6,123,17,Spring,6,32.55,1,sediment,-3.34,37.425,1.46,0,0,4.41925,4.435,0.0315,4.372,4.435,0.063
3/7/13,6,124,17,Spring,6,35.17,1,sediment,-3.34,37.425,0.67,0,0,4.62675,4.611,0.0315,4.611,4.674,0.063
