grts_cell_id,location_name,location_geometry
8129,P,0101000020E61000000B98C0ADBB035FC0DA38622D3E514740
14673,PA,0101000020E610000001C11C3D7ED55EC095B7239C16344640
29914,PA,0101000020E610000002F1BA7EC12E5DC0A9DDAF027CCB4540
8922,PA,0101000020E61000000A68226C78DE5DC0BC96900F7A5E4540
28546,PA,0101000020E61000000A85083884D65BC0D1798D5DA21A4540
20817,PA,0101000020E61000002C0E677E35D15EC087DC0C37E07B4640
4913,PA,0101000020E610000039454772F9BB5DC0A2EE0390DA104740
34753,PA,0101000020E610000040D9942BBCFB5EC0CD069964E4344740
17745,PA,0101000020E6100000462575029AB45EC091442FA358B24640
1841,PA,0101000020E610000048F949B54FE15DC0BB44F5D6C0F64640
8129,PA,0101000020E61000004DDBBFB2D2025FC036B05582C54D4740
18250,PA,0101000020E610000055C1A8A44E105CC01C7C613255FC4540
15834,PA,0101000020E61000007C2C7DE882B65DC071E6577380884540
81788,PA,0101000020E61000007FD93D7958625DC0A18499B67F114840
25722,PA,0101000020E6100000925CFE43FAE15DC019E25817B7494540
11361,PA,0101000020E6100000A04FE449D2735DC0FDA4DAA7E3394840
8570,PA,0101000020E6100000A3923A014DD05DC01361C3D32BCD4440
11105,PA,0101000020E6100000A75CE15D2ED25DC029ED0DBE307D4740
24913,PA,0101000020E6100000AAD4EC8156C45EC01092054CE0664640
14273,PA,0101000020E6100000B0AC342905DD5EC046EBA86A821C4740
11105,PA,0101000020E6100000B875374F75D25DC029ED0DBE307D4740
865,PA,0101000020E6100000CBA145B6F3ED5DC0EC51B81E85434740
12561,PA,0101000020E6100000D07EA4880C555EC05A12A0A696FD4640
3738,PA,0101000020E6100000D712F241CFC65DC0772D211FF4E44440
5985,PA,0101000020E6100000D8D825AAB7DC5DC01FF46C567D324740
12162,PA,0101000020E6100000D908C4EBFAD55BC04FCC7A31941B4540
730,PA,0101000020E6100000DE718A8EE4B45DC080828B1535A44540
14433,PA,0101000020E6100000F437A11001675DC0CF4E0647C9374840
12305,PA,0101000020E6100000F59CF4BEF1AF5EC0020EA14ACDE64640
20817,pama,0101000020E61000002C0E677E35D15EC087DC0C37E07B4640
1841,pate,0101000020E610000048F949B54FE15DC0BB44F5D6C0F64640
1841,patt,0101000020E610000048F949B54FE15DC0BB44F5D6C0F64640
28546,PB,0101000020E6100000037D224F92D65BC0ADDD76A1B9164540
14433,PB,0101000020E61000003BE466B801695DC07311DF89593F4840
14673,PB,0101000020E61000005BB1BFEC9ED45EC027DA5548F9354640
12162,PB,0101000020E6100000630B410E4AD65BC04A5E9D63401E4540
15834,PB,0101000020E61000006475ABE7A4B75DC04C546F0D6C894540
18250,PB,0101000020E610000064E94317D4115CC05DDC460378FB4540
4913,PB,0101000020E6100000696FF085C9B85DC04E97C5C4E6074740
17745,PB,0101000020E610000070CE88D2DEB45EC0732EC55565AF4640
730,PB,0101000020E6100000761A69A9BCB75DC0A27A6B60ABA04540
12561,PB,0101000020E61000007B14AE47E1525EC0EC51B81E85FB4640
865,PB,0101000020E61000007D5C1B2AC6EB5DC0068195438B404740
586,PB,0101000020E61000007E6FD39FFD4C5CC0F1F44A5986504540
8570,PB,0101000020E610000086C954C1A8D45DC0D42B6519E2D04440
1841,PB,0101000020E6100000892991442FDD5DC04E7ADFF8DAF34640
11361,PB,0101000020E610000092B3B0A71D725DC06E4C4F58E2394840
8922,PB,0101000020E61000009FCDAACFD5DE5DC02B8716D9CE5F4540
25722,PB,0101000020E6100000A779C7293AE25DC04BEA0434114E4540
12305,PB,0101000020E6100000B1BFEC9E3CB05EC0232D95B723E44640
3738,PB,0101000020E6100000B29DEFA7C6C75DC018265305A3E24440
24913,PB,0101000020E6100000B75D68AED3C45EC03997E2AAB2674640
29914,PB,0101000020E6100000B8CCE9B298305DC04D2D5BEB8BC84540
5985,PB,0101000020E6100000C05B2041F1DB5DC01D2098A3C72F4740
14273,PB,0101000020E6100000C05B2041F1DF5EC0DFFDF15EB51E4740
20817,PB,0101000020E6100000C3B645990DD05EC0CDCCCCCCCC7C4640
11105,PB,0101000020E6100000C6A70018CFD05DC01DACFF73987B4740
8129,PB,0101000020E6100000E42CEC6987035FC057957D57044F4740
15457,PB,0101000020E6100000F2CEA10C55625DC01E166A4DF3124840
34753,PB,0101000020E6100000F54A598638FA5EC03468E89FE0364740
17745,PC,0101000020E610000000917EFB3AB45EC0E960FD9FC3AC4640
12561,PC,0101000020E61000000803CFBD874F5EC0B18A37328F004740
8129,PC,0101000020E610000012143FC6DC035FC0D847A7AE7C4E4740
4913,PC,0101000020E610000018213CDA38BA5DC054A9D903AD084740
15834,PC,0101000020E61000001A34F44F70B75DC00F971C774A874540
5985,PC,0101000020E61000001C08C90226DA5DC007B13385CE2F4740
11361,PC,0101000020E61000002506819543735DC0925CFE43FA354840
18250,PC,0101000020E61000003333333333115CC0D2FBC6D79EF94540
24913,PC,0101000020E61000003D0AD7A370C55EC0DFF8DA334B664640
12162,PC,0101000020E61000004CE0D6DD3CD55BC085EB51B81E1D4540
15457,PC,0101000020E61000006B60AB048B635DC0EEB1F4A10B124840
11105,PC,0101000020E6100000723106D671CE5DC0C47762D68B794740
29914,PC,0101000020E610000072FE2614222E5DC04E452A8C2DC84540
28546,PC,0101000020E61000008484285FD0D65BC0E083D72E6D124540
14273,PC,0101000020E61000008DEE2076A6E45EC072F90FE9B71B4740
103543,PC,0101000020E61000009F3C2CD49ADE5DC0DE02098A1F5B4540
1841,PC,0101000020E61000009F5912A0A6E45DC0E7A90EB919F24640
25722,PC,0101000020E6100000AC1C5A643BDF5DC0302AA913D04C4540
865,PC,0101000020E6100000B22E6EA301EE5DC000AE64C746404740
8570,PC,0101000020E6100000B29DEFA7C6D35DC0006F8104C5CF4440
34753,PC,0101000020E6100000B476DB85E6FC5EC0087767EDB63B4740
3738,PC,0101000020E6100000C364AA6054CA5DC02041F163CCE54440
14433,PC,0101000020E6100000C6A70018CF665DC03A92CB7F483F4840
730,PC,0101000020E6100000E3A59BC420B85DC08F8D40BCAE9B4540
12305,PC,0101000020E6100000F819170E84B05EC01FBAA0BE65E24640
12305,PC,0101000020E6100000F819170E84B05EC0CA89761552E24640
20817,PC,0101000020E6100000F92CCF83BBCF5EC0BC9179E40F7A4640
14673,PC,0101000020E6100000FA9B508880D35EC0B43C0FEECE324640
11105,PCcana,0101000020E610000043AD69DE71CE5DC0361FD7868A794740
25722,PD,0101000020E6100000098A1F63EEE25DC0986E1283C04A4540
730,PD,0101000020E6100000156F641EF9B55DC0276BD44334A24540
730,PD,0101000020E61000001D5A643BDFB75DC0276BD44334A24540
8922,PD,0101000020E6100000228E75711BDD5DC064CC5D4BC85F4540
18250,PD,0101000020E61000002B137EA99F0F5CC0E7C6F48425F64540
865,PD,0101000020E610000045F0BF95ECEC5DC0F9D7F2CAF5404740
11361,PD,0101000020E61000004B9352D0ED735DC06AD95A5F24384840
865,PD,0101000020E610000058CA32C4B1EE5DC0F1F44A5986404740
4913,PD,0101000020E610000067D5E76A2BB65DC00C93A98251094740
1841,PD,0101000020E610000072DC291DACE55DC06458C51B99F74640
15457,PD,0101000020E61000007CD5CA845F645DC0D3C1FA3F87114840
12561,PD,0101000020E61000007F87A2409F505EC058AD4CF8A5FE4640
28546,PD,0101000020E6100000874ECFBBB1D55BC0399CF9D51C104540
24913,PD,0101000020E61000008CD651D504C55EC0E6797077D6664640
14273,PD,0101000020E610000098DD938785E25EC02C9FE579701F4740
3738,PD,0101000020E6100000A301BC0512C45DC08D28ED0DBEE84440
20817,PD,0101000020E6100000B858518369D05EC06EC0E787117A4640
8570,PD,0101000020E6100000BC0512143FD25DC085EB51B81ECD4440
14433,PD,0101000020E6100000D07EA4880C655DC0DB85E63A8D3C4840
15834,PD,0101000020E6100000D673D2FBC6B55DC00803CFBD87834540
14673,PD,0101000020E6100000E15D2EE23BD35EC00F289B7285334640
12305,PD,0101000020E6100000E59B6D6E4CB15EC0E84D452A8CE54640
5985,PD,0101000020E6100000F46C567DAEDE5DC06B60AB048B2F4740
5985,PD,0101000020E6100000F46C567DAEDE5DC088BA0F406A2F4740
8129,PD,0101000020E6100000F92CCF83BB035FC04CE0D6DD3C514740
34753,PD,0101000020E6100000FB912232ACFC5EC09D11A5BDC1374740
11105,PD,0101000020E6100000FFB27BF2B0D05DC0601F9DBAF2794740
24913,pema,0101000020E6100000AAD4EC8156C45EC01092054CE0664640
15457,pilo,0101000020E6100000B30C71AC8B635DC0355EBA490C124840
15457,pilo,0101000020E6100000CB68E4F38A635DC01E3691990B124840
58266,PL6,0101000020E6100000E10B93A9822D5DC0FA9B508880C74540
29914,PL7E,0101000020E61000002A38BC20222E5DC07EC9C6832DC84540
3738,po13,0101000020E6100000A301BC0512C45DC08D28ED0DBEE84440
32074,po3,0101000020E61000003E7958A8355D5CC06DC5FEB27B5A4540
29914,pond,0101000020E610000002F1BA7EC12E5DC03E9D86037CCB4540
103543,pore,0101000020E61000009F3C2CD49ADE5DC0DE02098A1F5B4540
5985,quar,0101000020E6100000C66D3480B7DC5DC01FF46C567D324740
5985,quar,0101000020E6100000D8D825AAB7DC5DC01FF46C567D324740
14273,quin,0101000020E6100000C05B2041F1DF5EC0BB270F0BB51E4740
14273,quis,0101000020E6100000FE7C5BB054E05EC0BC033C69E11E4740
586,rar2,0101000020E6100000B9FC87F4DB4F5CC06744696FF04D4540
586,rari,0101000020E61000000725CCB4FD4D5CC061C3D32B65514540
865,raup,0101000020E6100000CBA145B6F3ED5DC0EC51B81E85434740
3738,rhsp,0101000020E6100000C364AA6054CA5DC02041F163CCE54440
116244,rlno,0101000020E6100000840F255AF2AF5EC0094268F3EEE64640
15834,rrbv,0101000020E61000006475ABE7A4B75DC01CD0D2156C894540
116244,ruln,0101000020E6100000560DC2DCEEAF5EC03A596ABDDFE64640
8570,ryca,0101000020E6100000BC0512143FD25DC085EB51B81ECD4440
8129,sawg,0101000020E610000012143FC6DC035FC0D847A7AE7C4E4740
14433,schu,0101000020E61000003BE466B801695DC07311DF89593F4840
15834,sfap,0101000020E610000077DB85E63AB75DC00820B589938B4540
14273,sill,0101000020E610000068E6C93505DD5EC0B75ED383821C4740
11361,slcr,0101000020E6100000CEC133A149735DC039454772F9354840
20817,smpo,0101000020E6100000C3B645990DD05EC0CDCCCCCCCC7C4640
12305,soma,0101000020E6100000CD599F724CB15EC059C16F438CE54640
730,sora,0101000020E6100000761A69A9BCB75DC0A27A6B60ABA04540
865,spca,0101000020E6100000522635B401EE5DC0A0A52BD846404740
865,spca,0101000020E61000005917B7D100EE5DC08E06F01648404740
12561,st11,0101000020E61000000803CFBD874F5EC0B18A37328F004740
8129,stac,0101000020E61000004DDBBFB2D2025FC036B05582C54D4740
14433,stcr,0101000020E6100000D07EA4880C655DC0DB85E63A8D3C4840
8129,stpo,0101000020E61000004DDBBFB2D2025FC036B05582C54D4740
15834,supo,0101000020E61000001A34F44F70B75DC00F971C774A874540
14273,tena,0101000020E610000069006F8104DD5EC0DC68006F811C4740
4913,twri,0101000020E610000039454772F9BB5DC0A2EE0390DA104740
31841,unpo,0101000020E61000006B813D2652625DC006BAF605F4124840
31841,unpo,0101000020E6100000CA89761552625DC0D044D8F0F4124840
132008,wall,0101000020E61000000B46257502A25DC0F8C264AA60044740
4913,wall,0101000020E6100000696FF085C9B85DC03D2CD49AE6074740
3738,wasw,0101000020E610000074B515FBCBC65DC0B0726891EDE44440
3738,wasw,0101000020E6100000D712F241CFC65DC0772D211FF4E44440
15457,weed,0101000020E61000007CD5CA845F645DC0F697DD9387114840
24913,wima,0101000020E61000003D0AD7A370C55EC0DFF8DA334B664640
14273,wois,0101000020E610000098DD938785E25EC0E5F21FD26F1F4740
4913,wwri,0101000020E610000067D5E76A2BB65DC00C93A98251094740
