Date,Site,Region,Year,ID,WNSWinters,WNStime,Species,Sex,Weight,Forearm,BMI,Fungus,UV,Ct,logDNA,Pd,x,z,Tdmean,Tdmedian,Tdsd,Tdmin,Tdmax,Tdrange
3/19/14,6,3,2014,3,6,20,MYLU,F,6.83,36.95,0.184844384,0,4,31.27,1.975,1,22,1.34,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,8,6,20,MYLU,F,7.87,38.22,0.205913134,0,4,32.06,1.755555556,1,22,1.91,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,6,6,20,MYLU,M,7.55,38.63,0.195443955,0,1,31.78,1.833333333,1,22,1.91,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,7,6,20,MYLU,M,8.76,38.95,0.224903723,0,2,34.96,0.95,1,22,1.91,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,4,6,20,MYLU,M,6.83,37.6,0.181648936,0,2,31.88,1.805555556,1,22,1.91,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,5,6,20,MYLU,F,7.12,38.93,0.182892371,0,4,33.6,1.327777778,1,22,1.91,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,2,6,20,MYLU,M,5.73,37.65,0.152191235,0,4,31.29,1.969444444,1,22,1.91,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,17,6,20,MYLU,M,5.98,37.08,0.161272923,1,3,30.59,2.163888889,1,22,1.85,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,15,6,20,MYLU,M,5.66,38.56,0.146784232,0,2,34.97,0.947222222,1,22,1.85,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,16,6,20,MYLU,F,6.41,37.43,0.171253006,0,4,29.83,2.375,1,22,1.85,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,20,6,20,MYLU,F,7.87,39.55,0.198988622,0,3,35.23,0.875,1,22,1.32,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,19,6,20,MYLU,F,7.58,37.84,0.200317125,0,2,35.83,0.708333333,1,22,1.32,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,22,6,20,MYLU,M,6.5,36.92,0.176056338,0,3,33.01,1.491666667,1,22,1.32,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,24,6,20,MYLU,F,6.75,37.49,0.180048013,0,4,32.58,1.611111111,1,22,1.32,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,21,6,20,MYLU,M,5.97,36.42,0.163920923,0,2,35.95,0.675,1,22,1.2,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,18,6,20,MYLU,F,7.21,36.94,0.195181375,0,4,31.35,1.952777778,1,22,1.2,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,23,6,20,MYLU,F,7.3,37.86,0.192815637,0,2,34.58,1.055555556,1,22,1.2,NA,NA,NA,NA,NA,NA
3/19/14,6,3,2014,1,6,20,MYLU,F,6.76,37.92,0.178270042,0,1,35.08,0.916666667,1,22,1.8,NA,NA,NA,NA,NA,NA
3/28/14,1,1,2014,18,1,1,MYLU,M,7.21,37.7,0.191246684,0,3,31.82,1.652818991,1,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,12,1,1,MYLU,F,7.16,38,0.188421053,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,7,1,1,MYLU,F,6.86,38.2,0.179581152,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,15,1,1,MYLU,F,7.51,37.6,0.199734043,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,2,1,1,MYLU,M,6.92,37.6,0.184042553,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,3,1,1,MYLU,M,7.82,36.7,0.213079019,0,0,35.91,0.439169139,1,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,9,1,1,MYLU,F,8.24,38.8,0.212371134,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,22,1,1,MYLU,F,8.33,37.2,0.223924731,0,1,33.28,1.21958457,1,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,11,1,1,MYLU,F,7.56,38.4,0.196875,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,4,1,1,MYLU,F,6.26,36.2,0.172928177,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,17,1,1,MYLU,F,8.1,37.7,0.214854111,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,20,1,1,MYLU,F,7.96,38.7,0.205684755,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,10,1,1,MYLU,M,6.61,36.7,0.180108992,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,23,1,1,MYLU,M,7.06,38.8,0.181958763,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,5,1,1,MYLU,M,6.18,38.4,0.1609375,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,21,1,1,MYLU,M,5.81,34.1,0.170381232,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,1,1,1,MYLU,M,7.05,36.9,0.191056911,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,16,1,1,MYLU,M,6.91,36.9,0.187262873,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,13,1,1,MYLU,M,6.14,35.8,0.17150838,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,6,1,1,MYLU,M,6.15,38.2,0.160994764,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,19,1,1,MYLU,F,7.72,37.2,0.207526882,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,8,1,1,MYLU,F,6.49,39.7,0.163476071,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,1,2014,14,1,1,MYLU,F,8.62,38.9,0.22159383,0,0,0,0,0,38.5,3.1,6.96475,6.9805,0.06031791,6.886,7.012,0.126
3/28/14,1,2,2014,51,1,1,MYLU,M,7.81,39.1,0.199744246,0,0,0,0,0,43.5,2.31,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,26,1,1,MYLU,M,8.05,37.8,0.212962963,0,0,0,0,0,311.46,1.06,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,39,1,1,MYLU,F,7.21,37.9,0.190237467,0,0,0,0,0,311.46,1.06,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,27,1,1,PESU,M,5.6,34,0.164705882,0,0,0,0,0,311.46,1.06,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,42,1,1,MYLU,M,6.69,37.3,0.179356568,0,0,0,0,0,311.46,1.06,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,45,1,1,MYLU,M,6.16,36.2,0.170165746,0,0,0,0,0,311.46,1.06,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,46,1,1,MYLU,M,6.9,38.9,0.177377892,0,0,0,0,0,311.46,1.06,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,48,1,1,MYLU,F,8.4,38.4,0.21875,0,0,0,0,0,311.46,1.06,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,50,1,1,MYLU,F,6.51,36.7,0.177384196,0,0,0,0,0,309.5,3.05,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,34,1,1,PESU,M,5.41,34.2,0.158187135,0,0,0,0,0,311.46,2.46,9.76525,9.7495,0.06031791,9.718,9.844,0.126
3/28/14,1,2,2014,30,1,1,PESU,F,6.12,33.5,0.182686567,0,0,0,0,0,307.35,2.08,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,38,1,1,MYLU,M,7.64,37.5,0.203733333,0,0,0,0,0,300.5,0.9,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,37,1,1,MYLU,M,6.72,37.5,0.1792,0,0,0,0,0,300.5,0.9,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,29,1,1,MYLU,M,6.05,37.2,0.162634409,0,0,37.79,-0.118694362,1,300.5,0.9,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,47,1,1,PESU,M,5.45,33.9,0.160766962,0,0,0,0,0,300.5,0.9,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,32,1,1,MYLU,M,6.31,35.9,0.175766017,0,0,0,0,0,300.5,0.9,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,41,1,1,PESU,M,6.1,36.1,0.168975069,0,0,0,0,0,303.24,1.05,10.11475,10.052,0.1255,10.052,10.303,0.251
3/28/14,1,2,2014,40,1,1,PESU,M,5.62,33.7,0.166765579,0,0,0,0,0,310.09,2.55,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,28,1,1,MYLU,F,6.42,37.6,0.170744681,0,0,0,0,0,311.46,0.75,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,35,1,1,PESU,M,5.59,34.8,0.160632184,0,0,0,0,0,311.46,0.75,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,43,1,1,MYLU,M,7.91,39.1,0.20230179,0,0,0,0,0,311.46,0.75,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,31,1,1,MYLU,M,6.12,35.8,0.170949721,0,0,0,0,0,311.46,0.75,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,25,1,1,MYLU,M,5.82,37.2,0.156451613,0,0,0,0,0,311.46,0.75,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,49,1,1,MYLU,M,5.22,36.2,0.144198895,0,0,0,0,0,311.46,1.06,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,33,1,1,MYLU,M,6.62,38.6,0.171502591,0,0,0,0,0,310.09,2.11,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,36,1,1,MYLU,M,7.16,37.6,0.190425532,0,0,0,0,0,311.46,1.06,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,44,1,1,MYLU,M,7.1,37.7,0.188328912,0,0,0,0,0,311.46,1.06,NA,NA,NA,NA,NA,NA
3/28/14,1,2,2014,24,1,1,MYLU,M,6.62,37.4,0.177005348,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
3/28/14,1,3,2014,56,1,1,PESU,M,5.07,33.3,0.152252252,0,0,0,0,0,360.6,2.85,10.06375,10.048,0.0315,10.048,10.111,0.063
3/28/14,1,3,2014,57,1,1,MYLU,M,6.72,36.1,0.186149584,0,0,0,0,0,371,2.8,NA,NA,NA,NA,NA,NA
3/28/14,1,3,2014,53,1,1,MYLU,F,8.16,37.8,0.215873016,0,0,0,0,0,365.8,2.1,9.85425,9.807,0.0945,9.807,9.996,0.189
3/28/14,1,3,2014,59,1,1,MYLU,M,6.53,36.1,0.180886427,0,0,0,0,0,371,2.12,NA,NA,NA,NA,NA,NA
3/28/14,1,3,2014,62,1,1,MYLU,F,8.04,38,0.211578947,0,0,0,0,0,371,2.12,NA,NA,NA,NA,NA,NA
3/28/14,1,3,2014,65,1,1,PESU,M,5.56,34.5,0.16115942,0,0,0,0,0,371,2.12,NA,NA,NA,NA,NA,NA
3/28/14,1,3,2014,60,1,1,MYLU,M,7.4,38.9,0.190231362,0,0,0,0,0,371,2.12,NA,NA,NA,NA,NA,NA
3/28/14,1,3,2014,55,1,1,MYLU,M,6.56,37.9,0.173087071,0,0,0,0,0,358,2.2,10.171,10.171,0,10.171,10.171,0
3/28/14,1,3,2014,61,1,1,MYLU,M,6.71,39.1,0.171611253,0,0,0,0,0,358,2.2,10.171,10.171,0,10.171,10.171,0
3/28/14,1,3,2014,58,1,1,MYLU,M,7.43,37.1,0.200269542,0,0,0,0,0,368.4,2.57,10.13575,10.12,0.0315,10.12,10.183,0.063
3/28/14,1,3,2014,54,1,1,MYLU,M,7,37.5,0.186666667,0,0,0,0,0,371,2.12,NA,NA,NA,NA,NA,NA
3/28/14,1,3,2014,67,1,1,MYLU,M,6.27,38.2,0.164136126,0,0,0,0,0,378.8,1.91,10.1515,10.1515,0.03637307,10.12,10.183,0.063
3/28/14,1,3,2014,66,1,1,MYLU,M,5.98,34.7,0.172334294,0,0,0,0,0,378.8,1.91,10.1515,10.1515,0.03637307,10.12,10.183,0.063
3/28/14,1,3,2014,73,1,1,MYLU,M,6.67,37.85,0.176221929,0,0,0,0,0,378.8,1.91,10.1515,10.1515,0.03637307,10.12,10.183,0.063
3/28/14,1,3,2014,71,1,1,PESU,F,6.82,35,0.194857143,0,0,0,0,0,378.8,1.91,10.1515,10.1515,0.03637307,10.12,10.183,0.063
3/28/14,1,3,2014,52,1,1,MYLU,M,6.98,36.9,0.189159892,0,0,0,0,0,378.8,1.91,10.1515,10.1515,0.03637307,10.12,10.183,0.063
3/28/14,1,3,2014,70,1,1,MYLU,M,6.82,38.8,0.175773196,0,0,0,0,0,378.8,1.91,10.1515,10.1515,0.03637307,10.12,10.183,0.063
3/28/14,1,3,2014,63,1,1,MYLU,M,6.95,37.9,0.183377309,0,0,0,0,0,378.8,1.91,10.1515,10.1515,0.03637307,10.12,10.183,0.063
3/28/14,1,3,2014,75,1,1,PESU,F,6.52,35.3,0.18470255,0,0,0,0,0,378.8,1.91,10.1515,10.1515,0.03637307,10.12,10.183,0.063
3/28/14,1,3,2014,68,1,1,MYLU,M,6.91,36.5,0.189315068,0,0,0,0,0,378.8,1.91,10.1515,10.1515,0.03637307,10.12,10.183,0.063
3/28/14,1,3,2014,69,1,1,MYLU,M,6.41,36.1,0.177562327,0,0,0,0,0,378.8,1.91,10.1515,10.1515,0.03637307,10.12,10.183,0.063
3/28/14,1,3,2014,72,1,1,MYLU,M,6.73,37.7,0.178514589,0,0,0,0,0,378.8,1.91,10.1515,10.1515,0.03637307,10.12,10.183,0.063
3/28/14,1,3,2014,74,1,1,MYLU,F,8.3,38.9,0.213367609,0,0,0,0,0,378.8,1.91,10.1515,10.1515,0.03637307,10.12,10.183,0.063
3/28/14,1,3,2014,64,1,1,MYLU,M,7.17,38.2,0.187696335,0,0,0,0,0,368.4,2.57,10.13575,10.12,0.0315,10.12,10.183,0.063
3/16/15,1,1,2015,14,2,4,PESU,F,6.2,34.94,0.177447052,0,0,34.26,0.571278845,1,43.5,2.31,NA,NA,NA,NA,NA,NA
3/16/15,1,1,2015,3,2,4,MYLU,M,5.62,36.3,0.154820937,0,3,27.78,2.486770801,1,36.5,3.1,6.97,6.9545,0.10715409,6.86,7.111,0.251
3/16/15,1,1,2015,11,2,4,MYLU,F,6.96,38.57,0.180451128,1,4,27.93,2.441911158,1,36.5,3.1,6.97,6.9545,0.10715409,6.86,7.111,0.251
3/16/15,1,1,2015,5,2,4,MYLU,M,5.88,36.17,0.162565662,3,4,25.27,3.231073975,1,36.5,3.1,6.97,6.9545,0.10715409,6.86,7.111,0.251
3/16/15,1,1,2015,9,2,4,MYLU,M,5.67,36.74,0.154327708,0,4,31.87,1.277433353,1,38.5,3.1,7.1215,7.1055,0.10725204,7.012,7.263,0.251
3/16/15,1,1,2015,13,2,4,MYLU,M,6.37,37.42,0.170229824,1,4,26.66,2.81896538,1,38.5,3.1,7.1215,7.1055,0.10725204,7.012,7.263,0.251
3/16/15,1,1,2015,1,2,4,MYLU,F,8.11,38.79,0.209074504,0,4,29.36,2.020783698,1,38.5,3.1,7.1215,7.1055,0.10725204,7.012,7.263,0.251
3/16/15,1,1,2015,7,2,4,MYLU,M,6.6,37.63,0.175391974,0,1,31.45,1.401486044,1,38.5,3.1,7.1215,7.1055,0.10725204,7.012,7.263,0.251
3/16/15,1,1,2015,8,2,4,MYLU,F,6.87,36.4,0.188736264,1,4,29.48,1.985031489,1,38.5,3.1,7.1215,7.1055,0.10725204,7.012,7.263,0.251
3/16/15,1,1,2015,2,2,4,MYLU,F,7.69,38.74,0.198502839,0,1,29.17,2.075973263,1,38.5,3.1,7.1215,7.1055,0.10725204,7.012,7.263,0.251
3/16/15,1,1,2015,12,2,4,MYLU,M,6.65,37.59,0.176908752,0,3,27.97,2.432346207,1,38.5,3.1,7.1215,7.1055,0.10725204,7.012,7.263,0.251
3/16/15,1,1,2015,6,2,4,MYLU,F,5.94,37.71,0.1575179,0,4,29.78,1.894966385,1,38.5,3.1,7.1215,7.1055,0.10725204,7.012,7.263,0.251
3/16/15,1,1,2015,10,2,4,MYLU,F,5.18,37.79,0.1370733,0,4,32.55,1.076058858,1,44.5,3.1,7.9365,7.9365,0.03637307,7.905,7.968,0.063
3/16/15,1,1,2015,4,2,4,MYLU,M,4.48,35.47,0.126303919,4,4,26.04,3.002118801,1,NA,NA,NA,NA,NA,NA,NA,NA
3/16/15,1,2,2015,15,2,4,MYLU,F,4.12,37.11,0.111021288,1,2,25.36,3.202117365,1,300.5,1.97,NA,NA,NA,NA,NA,NA
3/16/15,1,2,2015,16,2,4,PESU,F,4.59,34.7,0.132276657,0,0,34.42,0.524274915,1,300.5,1.97,NA,NA,NA,NA,NA,NA
3/16/15,1,2,2015,19,2,4,MYLU,M,4.51,37.72,0.119565217,0,1,31.16,1.486711978,1,NA,NA,NA,NA,NA,NA,NA,NA
3/16/15,1,2,2015,18,2,4,MYLU,M,4.99,39.83,0.12528245,0,1,31.13,1.497701939,1,NA,NA,NA,NA,NA,NA,NA,NA
3/16/15,1,2,2015,20,2,4,PESU,M,3.11,33.77,0.092093574,0,0,35.97,0.066805722,1,NA,NA,NA,NA,NA,NA,NA,NA
3/16/15,1,2,2015,21,2,4,MYLU,F,4.64,37.11,0.125033684,4,4,26.72,2.802555751,1,NA,NA,NA,NA,NA,NA,NA,NA
3/16/15,1,2,2015,17,2,4,MYLU,M,4.68,35.29,0.132615472,4,4,27.34,2.618177588,1,303.24,2.4,NA,NA,NA,NA,NA,NA
3/16/15,1,3,2015,27,2,4,PESU,M,6.58,34.26,0.192060712,0,0,35.93,0.076235844,1,378.8,1.91,10.183,10.183,0,10.183,10.183,0
3/16/15,1,3,2015,29,2,4,PESU,F,8.06,35.81,0.225076794,0,0,34.88,0.38739261,1,368.4,2.57,10.13575,10.12,0.0315,10.12,10.183,0.063
3/16/15,1,3,2015,31,2,4,PESU,F,6.18,35.45,0.174330042,0,0,36.82,-0.186988422,1,NA,NA,NA,NA,NA,NA,NA,NA
3/16/15,1,3,2015,36,2,4,MYLU,F,6.94,36.73,0.188946365,0,4,28.61,2.241361431,1,NA,NA,NA,NA,NA,NA,NA,NA
3/16/15,1,3,2015,35,2,4,MYLU,M,6.38,38.48,0.165800416,4,4,27.61,2.538714319,1,NA,NA,NA,NA,NA,NA,NA,NA
3/16/15,1,3,2015,33,2,4,PESU,M,5.1,34.07,0.149691811,0,1,35.47,0.214118928,1,NA,NA,NA,NA,NA,NA,NA,NA
3/16/15,1,3,2015,37,2,4,MYLU,F,6.65,37.75,0.17615894,3,4,28.73,2.207902441,1,NA,NA,NA,NA,NA,NA,NA,NA
3/16/15,1,3,2015,32,2,4,PESU,F,6.33,35.82,0.176716918,0,0,36.71,-0.152617785,1,NA,NA,NA,NA,NA,NA,NA,NA
3/16/15,1,3,2015,28,2,4,MYLU,F,9.52,36.4,0.261538462,1,4,31.83,1.290445747,1,368.4,2.57,10.13575,10.12,0.0315,10.12,10.183,0.063
3/16/15,1,3,2015,34,2,4,MYLU,F,6.86,40.5,0.169382716,2,4,25.52,3.15763118,1,NA,NA,NA,NA,NA,NA,NA,NA
3/16/15,1,3,2015,30,2,4,MYLU,F,6.33,36.49,0.173472184,4,3,29.18,2.073831233,1,NA,NA,NA,NA,NA,NA,NA,NA
